,b_loss_G,b_loss_D
0,0.12375310063362122,0.12472975254058838
1,0.1236024722456932,0.09683245420455933
2,0.12319678068161011,0.034609079360961914
3,0.12194396555423737,-0.05227452516555786
4,0.11932303011417389,-0.1337328553199768
5,0.1158469170331955,-0.2018526941537857
6,0.111631840467453,-0.23955893516540527
7,0.10731492936611176,-0.2631893754005432
8,0.10256332159042358,-0.2761201560497284
9,0.0978941097855568,-0.2842242121696472
10,0.09309809654951096,-0.28751662373542786
11,0.08835650235414505,-0.2887963652610779
12,0.0837617740035057,-0.2866285443305969
13,0.08008745312690735,-0.2835174798965454
14,0.07572639733552933,-0.2811456620693207
15,0.07286122441291809,-0.27727562189102173
16,0.0698077380657196,-0.27166256308555603
17,0.06768695265054703,-0.2707792818546295
18,0.06464981287717819,-0.2636849880218506
19,0.06248210370540619,-0.260776162147522
20,0.06014098972082138,-0.25677308440208435
21,0.058089397847652435,-0.2488911747932434
22,0.05877293273806572,-0.250385582447052
23,0.05591396242380142,-0.24387171864509583
24,0.05483497679233551,-0.24150791764259338
25,0.0528278648853302,-0.23476848006248474
26,0.05173058062791824,-0.23110777139663696
27,0.05091606080532074,-0.22711333632469177
28,0.04884664714336395,-0.22129744291305542
29,0.04981345683336258,-0.22298282384872437
30,0.0479813888669014,-0.21593590080738068
31,0.04624801501631737,-0.21201391518115997
32,0.0453222393989563,-0.2071097046136856
33,0.04167778789997101,-0.19684849679470062
34,0.0425264909863472,-0.19702470302581787
35,0.041816595941782,-0.19395126402378082
36,0.0414651520550251,-0.19158925116062164
37,0.03832482919096947,-0.18213170766830444
38,0.03765956684947014,-0.17952141165733337
39,0.03630918636918068,-0.1730191856622696
40,0.03551385924220085,-0.1681431382894516
41,0.03522882238030434,-0.16757595539093018
42,0.034658391028642654,-0.1645565629005432
43,0.03240380063652992,-0.1572238802909851
44,0.03516726195812225,-0.16361449658870697
45,0.032876670360565186,-0.15677326917648315
46,0.028906434774398804,-0.14259043335914612
47,0.028770972043275833,-0.1416177749633789
48,0.028092065826058388,-0.13836783170700073
49,0.030875666067004204,-0.14706078171730042
50,0.02931571565568447,-0.14201012253761292
51,0.02815161645412445,-0.13599470257759094
52,0.025306928902864456,-0.12308480590581894
53,0.024945536628365517,-0.1234818622469902
54,0.025283105671405792,-0.12361231446266174
55,0.024808011949062347,-0.12229800224304199
56,0.025457311421632767,-0.1243208572268486
57,0.023692388087511063,-0.11716239899396896
58,0.02476002275943756,-0.11951028555631638
59,0.022950779646635056,-0.11265634745359421
60,0.021211659535765648,-0.10673189163208008
61,0.020842330530285835,-0.10341401398181915
62,0.02123739756643772,-0.1039615273475647
63,0.01950148493051529,-0.09585952013731003
64,0.021269172430038452,-0.10410580784082413
65,0.02081352099776268,-0.10124006122350693
66,0.019196512177586555,-0.09462922066450119
67,0.019327372312545776,-0.093277208507061
68,0.018126554787158966,-0.08792809396982193
69,0.017975104972720146,-0.08551914244890213
70,0.018939247354865074,-0.0911293774843216
71,0.018453119322657585,-0.08912836760282516
72,0.020310185849666595,-0.09496308863162994
73,0.016992446035146713,-0.08030816912651062
74,0.017824487760663033,-0.08490804582834244
75,0.017445066943764687,-0.08275669068098068
76,0.01663842424750328,-0.07909280061721802
77,0.017283856868743896,-0.07980736345052719
78,0.016575369983911514,-0.07713261991739273
79,0.016247328370809555,-0.07480771839618683
80,0.017027761787176132,-0.07883375883102417
81,0.01634831540286541,-0.07479559630155563
82,0.01593615487217903,-0.0720037966966629
83,0.014109810814261436,-0.06364335119724274
84,0.016036013141274452,-0.07291602343320847
85,0.014835920184850693,-0.06665725260972977
86,0.015518753789365292,-0.06914162635803223
87,0.014804570935666561,-0.06692416220903397
88,0.013972547836601734,-0.06256459653377533
89,0.013875591568648815,-0.061645202338695526
90,0.012505106627941132,-0.0553765669465065
91,0.014520769938826561,-0.06447864323854446
92,0.013307522982358932,-0.05858699977397919
93,0.013463187031447887,-0.05842924863100052
94,0.013108090497553349,-0.05709864944219589
95,0.014223171398043633,-0.06191035360097885
