,wass_loss_G,wass_loss_D
296,-0.4819062352180481,-0.10787910223007202
297,-0.4627034664154053,-0.11885648965835571
298,-0.47475892305374146,-0.11524549126625061
299,-0.4747200012207031,-0.12271511554718018
300,-0.4799727201461792,-0.10680842399597168
301,-0.4697309136390686,-0.12332689762115479
302,-0.475354939699173,-0.11791417002677917
303,-0.4633764922618866,-0.12217581272125244
304,-0.4794125556945801,-0.115619957447052
305,-0.47987237572669983,-0.11849379539489746
306,-0.4672654867172241,-0.12693995237350464
307,-0.48331406712532043,-0.11199164390563965
308,-0.4732825756072998,-0.12267401814460754
309,-0.4730672538280487,-0.11857950687408447
310,-0.4870423972606659,-0.11752170324325562
311,-0.48378807306289673,-0.11201122403144836
312,-0.4810991883277893,-0.1124180257320404
313,-0.47708967328071594,-0.12371522188186646
314,-0.48912718892097473,-0.11992046236991882
315,-0.48050716519355774,-0.12039786577224731
316,-0.48407748341560364,-0.11823028326034546
317,-0.48040100932121277,-0.11867868900299072
318,-0.45852160453796387,-0.12586253881454468
319,-0.4694582521915436,-0.1280258297920227
320,-0.4776630699634552,-0.12475240230560303
321,-0.48614081740379333,-0.11660364270210266
322,-0.47866252064704895,-0.11248922348022461
323,-0.4839206039905548,-0.12322449684143066
324,-0.47603926062583923,-0.12243521213531494
325,-0.458945631980896,-0.12515413761138916
326,-0.4815834164619446,-0.11982542276382446
327,-0.4734010696411133,-0.1325310468673706
328,-0.4775102734565735,-0.13247790932655334
329,-0.4721323251724243,-0.13474607467651367
330,-0.489965558052063,-0.11183184385299683
331,-0.47283339500427246,-0.12271422147750854
332,-0.4838124215602875,-0.11944815516471863
333,-0.47693926095962524,-0.12813910841941833
334,-0.4794079065322876,-0.12341129779815674
335,-0.48592668771743774,-0.12475138902664185
336,-0.48413532972335815,-0.1222943663597107
337,-0.4813368618488312,-0.12236613035202026
338,-0.4753881096839905,-0.12321308255195618
339,-0.48022860288619995,-0.1282416582107544
340,-0.48590055108070374,-0.12402331829071045
341,-0.4924052655696869,-0.12333491444587708
342,-0.4914674758911133,-0.12745654582977295
343,-0.47307026386260986,-0.1252313256263733
344,-0.4865470230579376,-0.12550583481788635
345,-0.49417170882225037,-0.12388896942138672
346,-0.4894987940788269,-0.12797695398330688
347,-0.4977301061153412,-0.12719643115997314
348,-0.5061976909637451,-0.11255556344985962
349,-0.49204519391059875,-0.12851423025131226
350,-0.483943372964859,-0.1306319534778595
351,-0.503350019454956,-0.1280171275138855
352,-0.48504266142845154,-0.13859200477600098
353,-0.49809694290161133,-0.12627148628234863
354,-0.4956051707267761,-0.11985588073730469
355,-0.49427860975265503,-0.12268903851509094
356,-0.5044116973876953,-0.1236390471458435
357,-0.5147979855537415,-0.11297142505645752
358,-0.49664032459259033,-0.12306845188140869
359,-0.5191357135772705,-0.11525452136993408
360,-0.5087677836418152,-0.11879104375839233
361,-0.4991533160209656,-0.13258600234985352
362,-0.4867081344127655,-0.13638728857040405
363,-0.49809759855270386,-0.12616437673568726
364,-0.5107809901237488,-0.11648768186569214
365,-0.5132561922073364,-0.12564870715141296
366,-0.5296874046325684,-0.11001884937286377
367,-0.5073458552360535,-0.1258562207221985
368,-0.4924488961696625,-0.12587988376617432
369,-0.5112921595573425,-0.12562239170074463
370,-0.49833282828330994,-0.1366071105003357
371,-0.5045700669288635,-0.12324613332748413
372,-0.5182628035545349,-0.12055754661560059
373,-0.5152761340141296,-0.1265292763710022
374,-0.5143436193466187,-0.11536061763763428
375,-0.5166317820549011,-0.12947946786880493
376,-0.512263298034668,-0.126196026802063
377,-0.5109614133834839,-0.12377607822418213
378,-0.5232937335968018,-0.12177896499633789
379,-0.5076599717140198,-0.12651002407073975
380,-0.5124884843826294,-0.13157039880752563
381,-0.5123984217643738,-0.12419098615646362
382,-0.5138638019561768,-0.1251230239868164
383,-0.521433413028717,-0.11976933479309082
384,-0.542407751083374,-0.11596542596817017
385,-0.5153802037239075,-0.1289691925048828
386,-0.5274009108543396,-0.12652939558029175
387,-0.5187660455703735,-0.13038486242294312
388,-0.5415965914726257,-0.11387908458709717
389,-0.5326846241950989,-0.1120416522026062
390,-0.5295715928077698,-0.12009704113006592
391,-0.5265992283821106,-0.12127768993377686
392,-0.5249989628791809,-0.12320458889007568
393,-0.5299097895622253,-0.10731494426727295
394,-0.5139568448066711,-0.12199622392654419
395,-0.5315477848052979,-0.11808115243911743
396,-0.5203629732131958,-0.10943776369094849
397,-0.5337256789207458,-0.12323552370071411
398,-0.5547048449516296,-0.11119425296783447
399,-0.5390664339065552,-0.11707860231399536
400,-0.5276740193367004,-0.11839306354522705
401,-0.5255507826805115,-0.12060552835464478
402,-0.5400859713554382,-0.11897540092468262
403,-0.550045907497406,-0.10158586502075195
404,-0.5213474035263062,-0.11568713188171387
405,-0.5498338937759399,-0.11031949520111084
406,-0.5439983010292053,-0.1182776689529419
407,-0.5382301211357117,-0.1114732027053833
408,-0.5434663891792297,-0.11187875270843506
409,-0.5542653799057007,-0.107449471950531
410,-0.5558856725692749,-0.10154861211776733
411,-0.5440977215766907,-0.11289197206497192
412,-0.550199568271637,-0.10961860418319702
413,-0.5623977184295654,-0.10262954235076904
414,-0.5391355752944946,-0.1144600510597229
415,-0.5463919043540955,-0.09918791055679321
416,-0.5570167899131775,-0.10054802894592285
417,-0.5598427653312683,-0.10001134872436523
418,-0.5731778144836426,-0.09643000364303589
419,-0.5697466135025024,-0.09650886058807373
420,-0.5642408728599548,-0.09830331802368164
421,-0.5525031089782715,-0.09273815155029297
422,-0.5630000233650208,-0.09271734952926636
423,-0.5560322403907776,-0.0947536826133728
424,-0.5769885182380676,-0.0810362696647644
425,-0.5782004594802856,-0.08907884359359741
426,-0.5653030276298523,-0.08804720640182495
427,-0.5650150775909424,-0.08592450618743896
428,-0.5671027898788452,-0.09029489755630493
429,-0.5796337723731995,-0.08545786142349243
430,-0.5578274726867676,-0.091167151927948
431,-0.5625676512718201,-0.09441155195236206
432,-0.5595236420631409,-0.09118139743804932
433,-0.5695633888244629,-0.08404850959777832
434,-0.5577748417854309,-0.0880623459815979
435,-0.5594627261161804,-0.08960580825805664
436,-0.5697349309921265,-0.09491294622421265
437,-0.5523369312286377,-0.10006916522979736
438,-0.5599326491355896,-0.0878371000289917
439,-0.5644323825836182,-0.08916956186294556
440,-0.5506563186645508,-0.09544873237609863
441,-0.570865273475647,-0.08603805303573608
442,-0.5620685815811157,-0.0990523099899292
443,-0.547899603843689,-0.09794241189956665
444,-0.5507809519767761,-0.09050244092941284
445,-0.5491951704025269,-0.09598296880722046
446,-0.5448837876319885,-0.09545731544494629
447,-0.5603950023651123,-0.09508204460144043
448,-0.5720522999763489,-0.08765172958374023
449,-0.5539798736572266,-0.09340786933898926
450,-0.5345180630683899,-0.10354101657867432
451,-0.554537296295166,-0.08879423141479492
452,-0.5625396370887756,-0.09101295471191406
453,-0.546671450138092,-0.09935158491134644
454,-0.5398831963539124,-0.09280884265899658
455,-0.536024272441864,-0.09331977367401123
456,-0.5302470326423645,-0.10213911533355713
457,-0.5401198267936707,-0.09378862380981445
458,-0.550666093826294,-0.0994424819946289
459,-0.5482121109962463,-0.09411072731018066
460,-0.5444110035896301,-0.0973997712135315
461,-0.5547475814819336,-0.08663350343704224
462,-0.5430334806442261,-0.0926055908203125
463,-0.5435096621513367,-0.09080153703689575
464,-0.5449253916740417,-0.0991058349609375
465,-0.5470814108848572,-0.09447276592254639
466,-0.5404539704322815,-0.09553724527359009
467,-0.5275213718414307,-0.10251426696777344
468,-0.5148940086364746,-0.10930699110031128
469,-0.5400830507278442,-0.09780967235565186
470,-0.5329846739768982,-0.1026342511177063
471,-0.5354166626930237,-0.09540224075317383
472,-0.5328054428100586,-0.09959828853607178
473,-0.533802330493927,-0.10314148664474487
474,-0.5295655727386475,-0.09794914722442627
475,-0.5400052070617676,-0.09429991245269775
476,-0.5373166799545288,-0.10124778747558594
477,-0.530522882938385,-0.10414713621139526
478,-0.5259600877761841,-0.10585147142410278
479,-0.5211178660392761,-0.10183334350585938
480,-0.5298553705215454,-0.10673576593399048
481,-0.5155446529388428,-0.10723423957824707
482,-0.5289413928985596,-0.10604006052017212
483,-0.5215939879417419,-0.10679543018341064
484,-0.5187968611717224,-0.1023988127708435
485,-0.5332895517349243,-0.10471224784851074
486,-0.5261049866676331,-0.10653972625732422
487,-0.5399393439292908,-0.09767806529998779
488,-0.5263412594795227,-0.10218966007232666
489,-0.52278733253479,-0.10232436656951904
490,-0.5348176956176758,-0.09949499368667603
491,-0.5385477542877197,-0.09473729133605957
492,-0.5364289283752441,-0.10279881954193115
493,-0.5360028147697449,-0.09389692544937134
494,-0.5285434126853943,-0.1036950945854187
495,-0.5282101631164551,-0.09914463758468628
496,-0.5445761680603027,-0.09851253032684326
497,-0.5459979176521301,-0.09526091814041138
498,-0.533633291721344,-0.10448431968688965
499,-0.5259796977043152,-0.10263484716415405
500,-0.5528672337532043,-0.09064561128616333
501,-0.5419975519180298,-0.09028750658035278
502,-0.5425659418106079,-0.0940624475479126
503,-0.5503414273262024,-0.09486210346221924
504,-0.5291813015937805,-0.09519582986831665
505,-0.5338470935821533,-0.09628188610076904
506,-0.5339090824127197,-0.09715044498443604
507,-0.5259037017822266,-0.10309940576553345
508,-0.550028383731842,-0.09237158298492432
509,-0.5514286756515503,-0.09378141164779663
510,-0.5279959440231323,-0.09280145168304443
511,-0.5474265217781067,-0.08860582113265991
512,-0.54803466796875,-0.08758765459060669
513,-0.5453029870986938,-0.08844560384750366
514,-0.5362237095832825,-0.08697396516799927
515,-0.5353428721427917,-0.09642404317855835
516,-0.5434550046920776,-0.09181016683578491
517,-0.5464749336242676,-0.08802598714828491
518,-0.5463427901268005,-0.08312404155731201
519,-0.542428195476532,-0.08787846565246582
520,-0.5406209230422974,-0.09015083312988281
521,-0.542894721031189,-0.08678394556045532
522,-0.543804407119751,-0.09024447202682495
523,-0.5466982126235962,-0.09735172986984253
524,-0.5422024726867676,-0.0953824520111084
525,-0.5401430726051331,-0.0918838381767273
526,-0.5458608865737915,-0.09444606304168701
527,-0.5269114971160889,-0.09417074918746948
528,-0.5382432341575623,-0.09142130613327026
529,-0.5329719185829163,-0.09408164024353027
530,-0.5313124060630798,-0.09485387802124023
531,-0.5325358510017395,-0.09158271551132202
532,-0.5329984426498413,-0.09285873174667358
533,-0.5221707820892334,-0.09832233190536499
534,-0.5386958718299866,-0.0907471776008606
535,-0.5221418738365173,-0.09776443243026733
536,-0.5148636698722839,-0.10210275650024414
537,-0.5266339182853699,-0.09816944599151611
538,-0.5056248307228088,-0.10005122423171997
539,-0.5269037485122681,-0.09710341691970825
540,-0.5189595222473145,-0.0974353551864624
541,-0.5280052423477173,-0.10176098346710205
542,-0.5228514075279236,-0.10477542877197266
543,-0.5158963799476624,-0.10244899988174438
544,-0.5155080556869507,-0.10821914672851562
545,-0.5105017423629761,-0.10496532917022705
546,-0.5148389339447021,-0.10045832395553589
547,-0.5172189474105835,-0.09934520721435547
548,-0.5136266946792603,-0.10320889949798584
549,-0.5168207287788391,-0.10313928127288818
550,-0.5222518444061279,-0.10863465070724487
551,-0.507689893245697,-0.10865342617034912
552,-0.5222290754318237,-0.10209381580352783
553,-0.5162848830223083,-0.10713577270507812
554,-0.509249746799469,-0.10803258419036865
555,-0.5318964719772339,-0.10226595401763916
556,-0.5182258486747742,-0.11096537113189697
557,-0.5078826546669006,-0.10575658082962036
558,-0.508850634098053,-0.11313074827194214
559,-0.5098499655723572,-0.10837370157241821
560,-0.5100952386856079,-0.11185860633850098
561,-0.5019967555999756,-0.10768508911132812
562,-0.526874840259552,-0.09475785493850708
563,-0.5027192831039429,-0.10485631227493286
564,-0.5230710506439209,-0.10664594173431396
565,-0.5232519507408142,-0.10400378704071045
566,-0.49267134070396423,-0.11589944362640381
567,-0.513246476650238,-0.10585176944732666
568,-0.5192865133285522,-0.10407042503356934
569,-0.507814884185791,-0.10471224784851074
570,-0.5203660130500793,-0.105446457862854
571,-0.5232081413269043,-0.10129988193511963
572,-0.5145922899246216,-0.10839462280273438
573,-0.5209082365036011,-0.09705150127410889
574,-0.5188326239585876,-0.10340386629104614
575,-0.5224181413650513,-0.10277283191680908
576,-0.5222432017326355,-0.10110515356063843
577,-0.5196413397789001,-0.09826332330703735
578,-0.5150255560874939,-0.10612541437149048
579,-0.5174112915992737,-0.10001564025878906
580,-0.53001469373703,-0.09596043825149536
581,-0.5187669992446899,-0.10363739728927612
582,-0.5260989665985107,-0.09682875871658325
583,-0.5312352180480957,-0.09610253572463989
584,-0.5170904397964478,-0.0962071418762207
585,-0.5086588263511658,-0.10082173347473145
586,-0.5296778082847595,-0.09034514427185059
587,-0.5170302987098694,-0.0988149642944336
588,-0.5064972043037415,-0.10461020469665527
589,-0.5291978120803833,-0.09880685806274414
590,-0.5110099911689758,-0.10601472854614258
591,-0.5217439532279968,-0.10099494457244873
592,-0.503499448299408,-0.10483115911483765
593,-0.509853720664978,-0.10348427295684814
594,-0.5170315504074097,-0.09968805313110352
595,-0.5227723121643066,-0.09629034996032715
596,-0.5176258683204651,-0.10304409265518188
597,-0.5047364234924316,-0.10002899169921875
598,-0.5135035514831543,-0.10240495204925537
599,-0.5201026201248169,-0.09365904331207275
600,-0.530792772769928,-0.09284675121307373
601,-0.5203816294670105,-0.10138803720474243
602,-0.5136470794677734,-0.10517525672912598
603,-0.5256000757217407,-0.09584987163543701
604,-0.517095685005188,-0.10159832239151001
605,-0.5074930191040039,-0.09906190633773804
606,-0.5271193981170654,-0.09642034769058228
607,-0.5114430785179138,-0.10085064172744751
608,-0.5334768891334534,-0.09378451108932495
609,-0.5284050703048706,-0.09426790475845337
610,-0.5372838973999023,-0.09637165069580078
611,-0.5192645788192749,-0.09146106243133545
612,-0.520125150680542,-0.09733283519744873
613,-0.5269123315811157,-0.09523159265518188
614,-0.5201067328453064,-0.09399467706680298
615,-0.5104719996452332,-0.10428422689437866
616,-0.5180133581161499,-0.10182052850723267
617,-0.5115934014320374,-0.10724347829818726
618,-0.5231252312660217,-0.09750735759735107
619,-0.5276553630828857,-0.09239161014556885
620,-0.5269914865493774,-0.10618388652801514
621,-0.5187849998474121,-0.10107862949371338
622,-0.5124250054359436,-0.10717058181762695
623,-0.5264836549758911,-0.08786851167678833
624,-0.5237681269645691,-0.09590590000152588
625,-0.5164350867271423,-0.10314512252807617
626,-0.524091899394989,-0.09360134601593018
627,-0.5147157907485962,-0.10145699977874756
628,-0.5244511365890503,-0.09772539138793945
629,-0.5423218011856079,-0.08453643321990967
630,-0.5264714956283569,-0.09568369388580322
631,-0.5320146083831787,-0.09819567203521729
632,-0.528671383857727,-0.09440690279006958
633,-0.5488938689231873,-0.09651613235473633
634,-0.5383368134498596,-0.08860540390014648
635,-0.5208432674407959,-0.09914636611938477
636,-0.5216328501701355,-0.10641270875930786
