,b_frech_dist,wass_frech_dist
129,75.732666015625,65.04779052734375
130,71.8111572265625,64.765869140625
131,75.63009643554688,70.50997924804688
132,73.07138061523438,67.65884399414062
133,73.22927856445312,66.14215087890625
134,76.61566162109375,68.06442260742188
135,75.404296875,66.350830078125
136,76.7255859375,66.20596313476562
137,72.67178344726562,65.97305297851562
138,69.62002563476562,66.8682861328125
139,72.9820556640625,67.97808837890625
140,76.18572998046875,65.52133178710938
141,77.03054809570312,65.5147705078125
142,73.51754760742188,65.03802490234375
143,73.3463134765625,65.70440673828125
144,73.58438110351562,68.18930053710938
145,70.36251831054688,64.97988891601562
146,70.642333984375,66.36355590820312
147,76.69473266601562,67.29937744140625
148,71.89041137695312,64.58523559570312
149,72.26101684570312,65.67630004882812
150,69.53335571289062,64.11831665039062
151,73.37603759765625,67.56497192382812
152,70.91372680664062,65.25030517578125
153,71.31396484375,73.73431396484375
154,73.75149536132812,63.366424560546875
155,73.83734130859375,66.36068725585938
156,72.88418579101562,66.60964965820312
157,74.33419799804688,67.59219360351562
158,72.83343505859375,66.95962524414062
159,72.06509399414062,65.47103881835938
160,73.6644287109375,68.73806762695312
161,74.40673828125,67.45513916015625
162,76.28781127929688,65.36026000976562
163,72.71133422851562,67.54776000976562
164,71.29507446289062,67.72991943359375
165,74.45309448242188,68.19381713867188
166,70.89266967773438,66.33999633789062
167,72.40371704101562,66.80581665039062
168,68.7886962890625,69.41384887695312
169,75.62069702148438,63.9085693359375
170,71.7008056640625,63.52459716796875
171,68.49539184570312,68.32354736328125
172,75.96096801757812,73.67608642578125
173,72.15982055664062,67.5887451171875
174,68.59527587890625,69.78717041015625
175,69.90460205078125,66.18496704101562
176,69.40835571289062,66.46548461914062
177,71.32748413085938,66.76336669921875
178,66.25253295898438,65.23208618164062
179,70.8260498046875,66.56985473632812
180,66.74014282226562,66.647216796875
181,64.78488159179688,68.63235473632812
182,72.0745849609375,63.955963134765625
183,71.43557739257812,66.60043334960938
184,69.73385620117188,63.96112060546875
185,66.54922485351562,65.85110473632812
186,67.8797607421875,68.38088989257812
187,72.6138916015625,67.36105346679688
188,74.18853759765625,63.22894287109375
189,68.96359252929688,68.88525390625
190,67.2410888671875,68.15814208984375
191,70.63555908203125,65.79049682617188
192,71.642333984375,67.31463623046875
193,74.53878784179688,69.78189086914062
194,69.0567626953125,67.17916870117188
195,72.05966186523438,64.19403076171875
196,70.37576293945312,67.971923828125
197,68.06298828125,67.47653198242188
198,67.79248046875,67.33834838867188
199,66.0986328125,67.13119506835938
200,70.22283935546875,65.96826171875
201,71.3731689453125,68.20266723632812
202,68.73104858398438,63.640411376953125
203,70.9686279296875,64.37713623046875
204,67.6533203125,67.29183959960938
205,72.6461181640625,67.62567138671875
206,69.41650390625,67.50457763671875
207,69.94027709960938,65.53347778320312
208,70.60418701171875,66.17886352539062
209,68.58102416992188,68.33981323242188
210,75.74020385742188,64.19558715820312
211,69.24508666992188,72.95144653320312
212,69.1439208984375,68.45751953125
213,68.03695678710938,71.73641967773438
214,65.35293579101562,70.42807006835938
215,68.04251098632812,66.84841918945312
216,67.15573120117188,73.41842651367188
217,71.5118408203125,67.03964233398438
218,70.54489135742188,67.29815673828125
219,67.461669921875,70.2950439453125
220,69.4786376953125,65.07284545898438
221,68.29544067382812,70.27847290039062
222,67.54885864257812,71.6942138671875
223,70.64743041992188,70.80477905273438
224,70.50970458984375,68.3719482421875
225,76.16949462890625,69.91656494140625
226,69.93704223632812,70.577392578125
227,68.55584716796875,67.13626098632812
228,65.16055297851562,67.95440673828125
229,69.75253295898438,66.84808349609375
230,67.967041015625,67.25497436523438
231,64.62786865234375,68.34710693359375
232,69.78363037109375,68.00009155273438
233,68.89907836914062,66.67935180664062
234,67.52749633789062,64.35543823242188
