,b_frech_dist,wass_frech_dist
0,724.4683837890625,724.0340576171875
1,260.7260437011719,222.2369842529297
2,186.7906036376953,181.21324157714844
3,180.503173828125,153.9916229248047
4,168.24710083007812,151.16676330566406
5,169.92230224609375,158.94622802734375
6,168.50619506835938,142.8927459716797
7,161.49359130859375,135.9810791015625
8,156.40353393554688,123.71444702148438
9,150.34437561035156,127.62193298339844
10,146.44366455078125,121.91455078125
11,148.70220947265625,124.216796875
12,148.33692932128906,125.72772216796875
13,143.24354553222656,123.35508728027344
14,140.6102294921875,117.64480590820312
15,131.73594665527344,113.0640869140625
16,136.7386016845703,112.99061584472656
17,125.75955200195312,107.88699340820312
18,129.8858184814453,108.552978515625
19,116.7041015625,110.07386779785156
20,130.73838806152344,110.89398193359375
21,127.63681030273438,105.44189453125
22,123.3134765625,97.49911499023438
23,117.91966247558594,99.85458374023438
24,118.73664855957031,103.31619262695312
25,115.81845092773438,97.98382568359375
26,116.22877502441406,96.3511962890625
27,115.68365478515625,100.58670043945312
28,109.209716796875,96.82476806640625
29,110.95880126953125,96.47012329101562
30,108.61984252929688,91.781982421875
31,120.01045227050781,94.99774169921875
32,110.765380859375,88.864990234375
33,107.41860961914062,93.55731201171875
34,109.29637145996094,100.65872192382812
35,113.61152648925781,86.3414306640625
36,110.79902648925781,91.71670532226562
37,110.68026733398438,89.41867065429688
38,108.47633361816406,87.90032958984375
39,102.24848937988281,84.06842041015625
40,105.42242431640625,82.81707763671875
41,100.57855224609375,88.11380004882812
42,97.98390197753906,88.43521118164062
43,107.04879760742188,85.51361083984375
44,98.9248046875,86.04110717773438
45,105.15853881835938,83.18353271484375
46,102.88992309570312,81.69598388671875
47,97.06431579589844,83.0084228515625
48,95.83660888671875,81.9296875
49,97.24310302734375,83.94631958007812
50,96.21955871582031,84.45382690429688
51,105.36723327636719,84.36459350585938
52,98.77238464355469,75.71017456054688
53,97.97038269042969,80.30438232421875
54,95.96697998046875,77.021728515625
55,95.93820190429688,75.78512573242188
56,93.47908020019531,77.022216796875
57,91.23207092285156,77.09036254882812
58,90.20654296875,85.76580810546875
59,91.4217529296875,74.74789428710938
60,93.1768798828125,76.373291015625
61,92.66836547851562,76.15768432617188
62,95.67897033691406,78.0579833984375
63,87.79158020019531,79.41317749023438
64,91.85063171386719,73.40444946289062
65,89.67581176757812,73.85888671875
66,86.77787780761719,74.08740234375
67,90.1268310546875,73.6807861328125
68,90.8546142578125,73.06695556640625
69,91.85150146484375,72.28662109375
70,91.011962890625,74.02752685546875
71,91.54579162597656,73.85369873046875
72,83.05908203125,74.1275634765625
73,83.91392517089844,71.57516479492188
74,90.30117797851562,69.327880859375
75,84.14044189453125,67.5643310546875
76,84.43402099609375,75.29812622070312
77,86.85968017578125,68.1563720703125
78,85.16604614257812,70.10324096679688
79,88.05953979492188,73.6455078125
80,87.0880126953125,67.20852661132812
81,89.87347412109375,72.35556030273438
82,89.80561828613281,70.11447143554688
83,81.85879516601562,72.4617919921875
84,86.16403198242188,74.11056518554688
85,85.15591430664062,73.116455078125
86,79.9188232421875,69.24691772460938
87,83.28204345703125,75.4337158203125
88,85.95492553710938,74.45944213867188
89,81.23712158203125,72.32357788085938
90,81.8634033203125,69.295654296875
91,79.614990234375,73.615966796875
92,82.2457275390625,65.70736694335938
93,74.79779052734375,73.70455932617188
94,84.244384765625,69.97445678710938
95,78.64938354492188,68.74151611328125
96,78.2618408203125,67.14126586914062
97,79.48239135742188,69.29623413085938
98,78.05319213867188,67.7164306640625
99,75.30398559570312,69.31344604492188
100,76.5751953125,67.19097900390625
101,77.89932250976562,71.212890625
102,81.30252075195312,67.25714111328125
103,75.7415771484375,65.1817626953125
104,77.59063720703125,67.31512451171875
105,76.88400268554688,64.96810913085938
106,81.4896240234375,71.17550659179688
107,78.4622802734375,69.10769653320312
108,77.37493896484375,71.06759643554688
109,75.94708251953125,71.40362548828125
110,76.57595825195312,71.20199584960938
111,79.82437133789062,69.73928833007812
112,78.5943603515625,65.53591918945312
113,80.06723022460938,67.17010498046875
114,77.81051635742188,69.99993896484375
115,83.0455322265625,67.20626831054688
116,74.23760986328125,68.204345703125
117,75.00833129882812,68.96835327148438
118,75.09539794921875,67.89080810546875
119,76.93817138671875,67.53915405273438
120,73.60504150390625,68.07046508789062
121,74.8599853515625,67.32366943359375
122,80.80902099609375,65.77731323242188
123,73.66217041015625,67.35586547851562
124,78.37271118164062,67.44564819335938
125,73.71817016601562,65.22369384765625
126,72.15786743164062,67.77334594726562
127,78.81802368164062,70.29959106445312
128,74.06365966796875,65.848876953125
